,Date,Title,URLs,Views
VM607:1 ,30/01/2024,La Roca HW vs Panthers MC - U9 Soccer 7-9-15,https://www.youtube.com/watch?v=42Rf15jqTX0,"1,901 views"
VM607:1 ,30/01/2024,La Roca HW vs Wasatch JD-U8 soccer 10-21-14,https://www.youtube.com/watch?v=0N8rL6b3hKM,"4,319 views"
VM607:1 ,30/01/2024,Strikers PP vs Rampage RB- U14 Soccer 5-30-15,https://www.youtube.com/watch?v=q9m4buWM_Ec,927 views
VM607:1 ,30/01/2024,La Roca HW vs Black Diamond-U13 soccer 5-16-15,https://www.youtube.com/watch?v=4jdBqTE3Iqc,529 views
VM607:1 ,30/01/2024,United Wildcats vs La Roca HW-U8 soccer 5-14-15,https://www.youtube.com/watch?v=vNKmabBB9wY,"15,295 views"
VM607:1 ,30/01/2024,La Roca LL vs DFC Dynamite-U9/10 soccer 5-14-15,https://www.youtube.com/watch?v=NK5HpI83qAw,967 views
VM607:1 ,30/01/2024,La Roca LL vs Strikers BM-U9/10 soccer 5-13-15,https://www.youtube.com/watch?v=MwU2KN4Mma4,"2,047 views"
VM607:1 ,30/01/2024,Wasatch Elite SD vs La Roca HW-U8 soccer 5-11-15,https://www.youtube.com/watch?v=xGr1FtKC98c,"12,182 views"
VM607:1 ,30/01/2024,La Roca HW vs Utah Olympia-U13 soccer 5-9-15,https://www.youtube.com/watch?v=ov124gWTLyo,"2,283 views"
VM607:1 ,30/01/2024,La Roca HW vs UDA-U13 soccer 5-2-15,https://www.youtube.com/watch?v=Au_0WslwCLA,"1,764 views"
VM607:1 ,30/01/2024,La Roca LL vs Morgan CH- U9/10 soccer 5-2-15,https://www.youtube.com/watch?v=smKEyPA-E3A,"1,161 views"
VM607:1 ,30/01/2024,La Roca FC at the RSL/San Jose soccer game 5-1-15,https://www.youtube.com/watch?v=e_J2jXCC3-w,759 views
VM607:1 ,30/01/2024,Boca FC vs La Roca HW-U8 soccer 4-30-15,https://www.youtube.com/watch?v=rI7A7yrITAU,"3,094 views"
VM607:1 ,30/01/2024,La Roca HW vs Fury-U8 soccer 4-27-15,https://www.youtube.com/watch?v=JtcES9phBE4,"2,499 views"
VM607:1 ,30/01/2024,La Roca EO vs La Roca HW-U13 soccer 4-23-15,https://www.youtube.com/watch?v=iAhEo35e-_k,539 views
VM607:1 ,30/01/2024,La Roca HW vs Wasatch MJ- U8 soccer 4-21-15,https://www.youtube.com/watch?v=7Q8wESvKbL0,"6,887 views"
VM607:1 ,30/01/2024,Pinon vs Tapatio- Sunday League Soccer,https://www.youtube.com/watch?v=p5B4Fu5SvqE,"10,472 views"
VM607:1 ,30/01/2024,La Roca HW vs Rampage Black KC- U13 soccer 4-18-15,https://www.youtube.com/watch?v=vUKPWuesMbA,640 views
VM607:1 ,30/01/2024,Wasatch Fire JD vs La Roca HW - U8 soccer 4-18-15,https://www.youtube.com/watch?v=eO4cVCCuaRQ,"1,589 views"
VM607:1 ,30/01/2024,Utah Valley United vs La Roca HW- U13 soccer 4-16-15,https://www.youtube.com/watch?v=OMpFNVjzMKU,"1,976 views"
VM607:1 ,30/01/2024,Morgan FC vs La Roca HW - U13 soccer 4-13-15,https://www.youtube.com/watch?v=OrBP9DVaEgE,374 views
VM607:1 ,30/01/2024,Pinon vs Peques,https://www.youtube.com/watch?v=61LE-NL48SI,"1,817 views"
VM607:1 ,30/01/2024,Pinon vs Tapatio,https://www.youtube.com/watch?v=xxgaOi7UoZ4,"1,396 views"
VM607:1 ,30/01/2024,La Roca EJ vs La Roca HW-U13 soccer 3-28-15,https://www.youtube.com/watch?v=DeW8-qdrN1Q,620 views
VM607:1 ,30/01/2024,La Roca HDW vs Wasatch ZK-U8 soccer 3-27-15,https://www.youtube.com/watch?v=UQufpZT54Ok,"2,169 views"
VM607:1 ,30/01/2024,La Roca HW vs WC Zamora-U8 soccer 3-26-15,https://www.youtube.com/watch?v=yYGf6GZlWA8,"3,627 views"
VM607:1 ,30/01/2024,La Roca HW vs SWAT Lions-U8/9 Indoor Championship Final,https://www.youtube.com/watch?v=YPKTr6NnvFo,"1,296 views"
VM607:1 ,30/01/2024,La Roca HW vs Strikers MLS-U13 Soccer,https://www.youtube.com/watch?v=LjO3S-OdZ1k,554 views
VM607:1 ,30/01/2024,La Roca HW vs Vipers-U8 Indoor Soccer 3-21-15,https://www.youtube.com/watch?v=pwh_I8ysctw,209 views
VM607:1 ,30/01/2024,La Roca HW vs Morgan FC-U8/9 Semi Final Match,https://www.youtube.com/watch?v=6-YkEapSOrM,"1,059 views"
VM607:1 ,30/01/2024,Rebels vs Ogden United-U9 Indoor Soccer 3-14-15,https://www.youtube.com/watch?v=F7lA-NYjZkQ,"1,537 views"
VM607:1 ,30/01/2024,La Roca HW vs Wasatch AE-U8/9 Futsal 3-6-15,https://www.youtube.com/watch?v=9B3jK60Uz_A,388 views
VM607:1 ,30/01/2024,La Roca HW vs La Roca DC-U12/13 Futsal Championship Final,https://www.youtube.com/watch?v=XpAt1dXT8Dw,653 views
VM607:1 ,30/01/2024,La Roca HW vs Morgan FC-U8/9 Indoor Soccer 3-4-15,https://www.youtube.com/watch?v=M7xIHnYC1ic,397 views
VM607:1 ,30/01/2024,La Roca HW vs SWAT Lions-U8/9 Indoor Soccer 3-3-15,https://www.youtube.com/watch?v=B5WLp2V35R0,561 views
VM607:1 ,30/01/2024,La Roca RH vs La Roca HW-U8 Indoor soccer-2-28-15,https://www.youtube.com/watch?v=_gjOfTFMgQU,489 views
VM607:1 ,30/01/2024,La Roca HW vs La Roca DC-U12/13 Futsal 2-28-15,https://www.youtube.com/watch?v=aYR2mmCXOwI,"2,493 views"
VM607:1 ,30/01/2024,La Roca HW vs Outlaws BY-U8 Futsal 2-27-15,https://www.youtube.com/watch?v=2gH_E0CUeGo,887 views
VM607:1 ,30/01/2024,La Roca RH vs La Roca HW-U8 Futsal 2-23-15,https://www.youtube.com/watch?v=n_gxao8FIdQ,550 views
VM607:1 ,30/01/2024,La Roca HW vs Wasatch HH-U13 Futsal 2-21-15,https://www.youtube.com/watch?v=gcUx1uxNO4g,"1,193 views"
VM607:1 ,30/01/2024,La Roca HW vs La Roca MG-U8 Indoor Soccer 2-21-15,https://www.youtube.com/watch?v=zw3RivGcZJQ,656 views
VM607:1 ,30/01/2024,La Roca HW vs Outlaws BC-U8/9 Futsal 2-21-15,https://www.youtube.com/watch?v=6_JjKUu1mrU,582 views
VM607:1 ,30/01/2024,La Roca HW vs Lightning-U8/9 Indoor Soccer 2-18-15,https://www.youtube.com/watch?v=CcOBQzoN_G4,145 views
VM607:1 ,30/01/2024,La Roca HW vs La Roca DC-U12/13 Fustal 2-14-15,https://www.youtube.com/watch?v=gin_PvpYaOs,814 views
VM607:1 ,30/01/2024,La Roca HW vs Morgan FC-U8/9 Indoor Soccer 2-11-15,https://www.youtube.com/watch?v=EjT0-qqwBbg,"1,161 views"
VM607:1 ,30/01/2024,Pinon vs Zacapo-U8 Indoor Soccer 2-8-15,https://www.youtube.com/watch?v=x7sxL6lPwag,"1,774 views"
VM607:1 ,30/01/2024,La Roca HW vs La Roca DC-U12/13 Futsal 2-7-15,https://www.youtube.com/watch?v=3Q2VMCbW_84,302 views
VM607:1 ,30/01/2024,La Roca HW vs Morgan FC-U8 Indoor Soccer 2-7-15,https://www.youtube.com/watch?v=NLTAhEaVT5k,184 views
VM607:1 ,30/01/2024,La Roca RH vs United-U8 Indoor Soccer 2-7-15,https://www.youtube.com/watch?v=tPqxoZfTgDU,222 views
VM607:1 ,30/01/2024,La Roca HW vs Wasatch ZK-U8 Futsal 2-7-15,https://www.youtube.com/watch?v=rO_sJyOBwR4,"1,037 views"
VM607:1 ,30/01/2024,La Roca HW vs SWAT JH- U8/9  Indoor Soccer 2-6-15,https://www.youtube.com/watch?v=CjaIijSNiWE,755 views
VM607:1 ,30/01/2024,La Roca HW vs Outlaws BC-U8/9 Futsal 2-6-15,https://www.youtube.com/watch?v=rhIkSMRkGBo,730 views
VM607:1 ,30/01/2024,Pinon vs Zamora-U8 indoor soccer 2-1-15,https://www.youtube.com/watch?v=SnzWAw8NHIk,"5,616 views"
VM607:1 ,30/01/2024,La Roca HW vs La Roca DC-U13 Futsal 1-31-15,https://www.youtube.com/watch?v=TLKQUBwtWzY,"2,100 views"
VM607:1 ,30/01/2024,La Roca HW vs Wasatch ZK-U8 Futsal 1-31-15,https://www.youtube.com/watch?v=2W1yclm9YX0,209 views
VM607:1 ,30/01/2024,La Roca HW vs Outlaws BY- U8 Futsal 1-30-15,https://www.youtube.com/watch?v=6ynR1JT-Mak,289 views
VM607:1 ,30/01/2024,La Roca HW vs Morgan Storm-U13 Futsal 1-24-15,https://www.youtube.com/watch?v=Xfbz4B9ZulA,782 views
VM607:1 ,30/01/2024,Pinon vs Wildcats-U8 Indoor soccer 1-25-15,https://www.youtube.com/watch?v=TPple6zfQlM,"4,832 views"
VM607:1 ,30/01/2024,La Roca HW vs Irvine Slammers-U13 1-17-15,https://www.youtube.com/watch?v=1lZOkP1GTng,434 views
VM607:1 ,30/01/2024,La Roca HW vs La Jolla Impact-U13 1-17-15,https://www.youtube.com/watch?v=DYpTJskbZmM,340 views
VM607:1 ,30/01/2024,La Roca HW vs Inter FC - U13 1-16-15,https://www.youtube.com/watch?v=N3zimPGOI14,707 views
VM607:1 ,30/01/2024,Pinon vs Aguilas-U8 Indooor Soccer 1-11-15,https://www.youtube.com/watch?v=sJVBouX2sL8,"4,475 views"
VM607:1 ,30/01/2024,La Roca HW vs Gremio-U13 Futsal,https://www.youtube.com/watch?v=0buSjlgBr58,"2,881 views"
VM607:1 ,30/01/2024,Pinon vs Wildcats-U8 indoor soccer 1-4-15,https://www.youtube.com/watch?v=FNANrrBKKEA,"36,396 views"
VM607:1 ,30/01/2024,La Roca HW vs La Roca DC-U13 Futsal,https://www.youtube.com/watch?v=-x-4RP1k77o,"10,404 views"
VM607:1 ,30/01/2024,La Roca HW vs Frost Bite-U13 Indoor Soccer,https://www.youtube.com/watch?v=0ONNglcETZs,136 views
VM607:1 ,30/01/2024,La Roca HDW vs Rampage JS-U8 Indoor Soccer 12-29-14,https://www.youtube.com/watch?v=Fep-GiGhsd8,554 views
VM607:1 ,30/01/2024,La Roca HDW vs Green Zombies-U8 Indoor Soccer 12-29-14,https://www.youtube.com/watch?v=y0KyDwHyDcY,385 views
VM607:1 ,30/01/2024,La Roca HW vs Wasatch-U13 Futsal 12-27-14,https://www.youtube.com/watch?v=NTdxP-d18Po,"1,556 views"
VM607:1 ,30/01/2024,La Roca HW vs Titans A-U13 Indoor soccer 12-26-14,https://www.youtube.com/watch?v=qKQO2zt64Yk,"1,038 views"
VM607:1 ,30/01/2024,La Roca HW vs La Roca EO-U13 Futsal 12-20-14,https://www.youtube.com/watch?v=QeBvzhAGq1g,663 views
VM607:1 ,30/01/2024,La Roca HW vs SWAT DE-U8 Indoor Soccer 12-20-14,https://www.youtube.com/watch?v=UsLR7eOiFOo,905 views
VM607:1 ,30/01/2024,"La Roca HW vs Outlaws FC-U8 Indoor Soccer, 12-20-14",https://www.youtube.com/watch?v=w9Mv1_dg-As,943 views
VM607:1 ,30/01/2024,La Roca HW vs Bulldogs-U8 Indoor Soccer 12-6-14,https://www.youtube.com/watch?v=nGr-88XUYEE,"2,119 views"
VM607:1 ,30/01/2024,La Roca RH vs Vipers-U8 Indoor Soccer 12-13-14,https://www.youtube.com/watch?v=BDwfbSq5Gf0,318 views
VM607:1 ,30/01/2024,La Roca HW vs Outlaws BY-U8 Indoor Soccer 12-13-14,https://www.youtube.com/watch?v=gsVtOOQgufc,993 views
VM607:1 ,30/01/2024,La Roca RH vs Vipers-U8 Indoor Soccer 11-29-14,https://www.youtube.com/watch?v=IHHYU_9cOk4,828 views
VM607:1 ,30/01/2024,La Roca HW vs Omni-U8 Indoor soccer 11-29-14,https://www.youtube.com/watch?v=UIE7-CW-ukk,649 views
VM607:1 ,30/01/2024,La Roca RH vs XBOX-U8 Indoor Soccer 11-22-14,https://www.youtube.com/watch?v=M3Gl3UjKBlc,"1,554 views"
VM607:1 ,30/01/2024,La Roca HW vs SWAT-U8 Indoor Soccer 11-22-14,https://www.youtube.com/watch?v=w-4z_IY95Rc,"1,144 views"
VM607:1 ,30/01/2024,La Roca HW vs Titans-U13 Indoor,https://www.youtube.com/watch?v=ama3o7atOXA,"1,369 views"
VM607:1 ,30/01/2024,La Roca HW vs Outlaws BY-U8 Indoor Soccer 11-15-14,https://www.youtube.com/watch?v=YhGj2voXjes,"1,988 views"
VM607:1 ,30/01/2024,La Roca RH vs United-U8 Indoor Soccer 11-15-14,https://www.youtube.com/watch?v=6m8WoDyjrMk,497 views
VM607:1 ,30/01/2024,La Roca RH vs United Wildcats- U8 Indoor Soccer 11-7-14,https://www.youtube.com/watch?v=1HpDFiVneXM,"2,153 views"
VM607:1 ,30/01/2024,AYSO Region 198 - U7 Soccer - Red Lightning vs Bounty Hunters,https://www.youtube.com/watch?v=ZyIMKfwxq1A,992 views
VM607:1 ,30/01/2024,AYSO Region 198 - U6 Soccer - Tornados vs Yellow Submarines,https://www.youtube.com/watch?v=FGwC3lctafc,"4,799 views"
